,Title,Label
6694,Logistic/Procurement Assistant,Project Manager/ Assistant
6696,Technical Writer,Journalist
6697,ASP.Net Developer,Software Developer
6704,Distributor of Calling Cards,Brand Manager
6707,Project Accountant,Project Manager/ Assistant
6708,Chief Financial Officer,Finance Specialist
6709,Implementation Unit Monitoring & Evaluation Officer,Project Manager/ Assistant
6710,Procurement Officer,Project Manager/ Assistant
6711,Marketing Communications Manager,Marketing Specialist
6712,Assistant in Marketing Department,Marketing Specialist
6713,Senior HR Generalist,HR Specialist
6715,Project  Manager,Project Manager/ Assistant
6716,Restaurant & Bar Manager,Raw
6717,Entertainment & Sport Manager,Tour Manager
6718,Advisor on Local and Regional Employment Promotion,Raw
6719,Customer Care Specialist,Customs Specialist
6720,Assistant-Secretary to the Marketing Manager,Raw
6721,Head of Sales Department,Sales Manager
6722,Administrative Assistant/ Translator,Assistant
6723,Administrative Assistant,Assistant
6724,NSS/IP Engineer,Software Developer
6727,Graphic Designer/ Laser Printer Operator,Raw
6728,Accountant,Accountant
6729,Chief Marketing Officer,Accountant
6731,"Project Assistant for ""Protecting Human Rights and Promoting",Project Manager/ Assistant
6733,Technical Writer,Software Developer
6734,Mining Service Coordinator,Manager
6736,Branch Accountant,Branch Manager
6741,Medical Representative,Medical Representative
6743,Executive Director Assistant,Director
6744,Investment Officer (IO),Raw
6745,Construction Foreman/ Supervisor,Project Manager/ Assistant
6746,Senior Investment Officer (SIO),Raw
6747,Sales & Marketing Representative,Sales Manager
6748,IT System Administrator,Systems Administrator
6749,Tax Expert,Credit Officer
6751,Project Manager,Project Manager/ Assistant
6752,Administrative Assistant,Assistant
6753,Outreach Manager,Raw
6754,Sales Manager,Customs Specialist
6756,Office Manager,Office Manager
6757,NGO Marketplace Volunteer,Raw
6758,Sales Manager,Sales Manager
6759,Oracle DB Administrator,Software Developer
6760,UNIX Administrator,Unix Administrator
6761,Procurement Manager,Office Manager
6762,Project Manager,Project Manager/ Assistant
6764,English Language Teacher,Raw
6765,Billing Database Administrator,Software Developer
6767,Independent Evaluator,Project Manager/ Assistant
6768,Unified Communication Specialist,Raw
6769,Store Manager,Brand Manager
6770,Business/ Finance Specialist,Specialist
6771,Senior Software Engineer,Engineer
6772,Project Coordinator,Project Manager/ Assistant
6774,FMCG Warehouse Manager,Manager
6776,Project Support Officer,Social Worker
6780,Consumer Sales Director,Sales Manager
6781,Radio Engineer,Software Developer
6782,Marketing & Sales Manager,Sales Manager
6783,Cleaner,Raw
6784,Senior Watchman,Raw
6785,Dealer,Sales Manager
6786,VAS & Roaming Engineer,Finance Specialist
6787,Watchman,Raw
6788,Senior ICT Assistant,Assistant
6791,Perl Developer,Software Developer
6794,Driver,Driver
6796,Medical Representative,Medical Representative
6802,Technical Support Specialist,Raw
6803,Technical Assistant to BTRP Project (Biological Threat Reduction,Project Manager/ Assistant
6804,"Facility Engineer, FSN-11; FP-4",Raw
6805,Sales Support Manager,Raw
6807,Retail Sales Manager,Sales Manager
6808,Business Market Manager,Customs Specialist
6809,IT Engineer,Engineer
6810,Telecom Engineer,Engineer
6820,Local Expert for Capacity Building Exercise for the Ministry of,Raw
6821,National Programme Officer,Raw
6822,HR Specialist,HR Specialist
6826,Electrical Specialist,Raw
6827,HoReCa Marketing Representative,Finance Specialist
6828,Senior  Application  Developer,C/ C++ Developer
6830,Unix Administrator,Unix Administrator
6831,System Administrator,Systems Administrator
6834,Sales Manager,Sales Manager
6838,Software Developer,C/ C++ Developer
6839,Head of OJSC,Raw
6841,Irrigation Infrastructure Civil Engineer,Raw
6844,Transmission Engineer,Engineer
6846,Radio Engineer,Software Developer
6854,New Product Development Unit Senior Specialist,Raw
6855,NSS Engineer,Software Developer
6856,HR Administrator,HR Specialist
6857,Chief Accountant,Accountant
6858,Accountant,Raw
6861,Commercial Representative,Raw
6862,.NET Software Developer,.NET Developer
6863,PHP Developer,PHP Developer
6867,"Macroeconomist, Monetary Policy  Department",Marketing Specialist
6869,"National Legal Consultant in Armenia, Strengthening Protection",Raw
6871,Purchasing Specialist,Sales Manager
6872,Carrier Support Engineer,Support Engineer
6873,CAD Engineer,Unix Administrator
6874,Senior Circuit Design Engineer,Engineer
6875,Contractor,Raw
6876,"Leading Loan Specialist, Lending Policy Management Division",Loan Specialist
6877,Chief Accountant,Accountant
6879,Chief Executive Officer,CEO Assistant
6880,Goris Branch Manager,Teller
6886,Short Term Local Consultant,Credit Officer
6887,Leasing Unit Chief Specialist,Unit Manager
6890,Chief Specialist-Auditor,Accountant
6893,HR Assistant,HR Specialist
6894,Branch Manager,Branch Manager
6895,Infrastructure Economist,Raw
6896,Vocational Training Engineer,Tour Manager
6899,Marketing/ PR Consultant,Marketing Specialist
6900,Office Assistant/ Secretary,Assistant
6901,National Consultant on UNV Programme in Armenia,Raw
6902,Quality Assurance Contractor,Architect
6904,Office Manager/ Engineer,Office Manager
6905,Advertising Manager,Raw
6907,HR Director,Director
6909,Livelihoods Programme Officer,Programmer
6910,Chief Accountant,Accountant
6911,Tender Specialist,Specialist
6912,Civil/ Hydraulic Engineer,Engineer
6914,Back Office Specialist,Raw
6915,Teller,Teller
6916,Endocrinologist,Engineer
6917,Marketing Specialist,Marketing Specialist
6918,Family Physician/ Generalist,Medical Representative
6919,Team Leader,Raw
6920,CHAP Project Manager,Project Manager/ Assistant
6921,Web Site Designer,Web Developer/ Designer
6924,Administrative and Legal Assistant,Lawyer
6925,Multimedia Marketing Coordinator,Marketing Specialist
6927,Executive Assistant/ Secretary,Assistant
6930,Manager/ Quality Assurance Specialist,Specialist
6932,Air-Conditioner Service Rendering Specialist,Specialist
6933,Monitoring & Evaluation Expert,Raw
6934,PHP Software Developer,PHP Developer
6936,.Net Software Developer,.NET Developer
6937,Projects Coordinator/ Engineer,Software Developer
6938,Procurement Officer,Raw
6939,English Translator/ Interpreter,Translator
6940,Financial Coordinator,Finance Specialist
6941,Local Expert for an Assessment of Legal and Institutional,Raw
6942,Financial Administrative Assistant,Assistant
6943,Network Monitoring and Customers Support Specialist,Network Administrator
6949,"Economist-Statistician 2, Statistics Department",Engineer
6950,Training Expert,Training Specialist
6952,"Economist-Statistician 1, Statistics Department",Raw
6953,Recruitment Specialist,Software Developer
6954,Learning and Development Specialist,Software Developer
6955,Sales Manager,Sales Manager
6957,English-Armenian Translator,Raw
6958,Turkish-Armenian Translator,Raw
6959,Editor,Journalist
6960,Investment Specialist,Software Developer
6961,Loan Specialist,Loan Specialist
6963,Sales Manager,Sales Manager
6965,"Senior Dealer, Financial Department",Sales Manager
6966,Executive Director,Director
6967,Project Manager,Project Manager/ Assistant
6968,Network Administrator,Network Administrator
6969,Senior Flesh Developer/ Architect,Engineer
6970,Operation and Maintenance (O&M) Tools Engineer,Software Developer
6971,"Network Administrator,  Information and Communication",Network Administrator
6976,Senior Accountant,Accountant
6977,Senior Lawyer,Lawyer
6979,Public Relations and Public Education Coordinator,PR Specialist
6980,Marketing Specialist,Marketing Specialist
6983,Head of Credit Department,Credit Officer
6984,Credit Officer,Credit Officer
6985,Junior IT Support Specialist,Raw
6987,Chief Accountant,Accountant
6990,Monitoring and Evaluation Expert,Consultant
6991,CAPEX Accountant,Accountant
6995,Technical Director,Raw
6996,Operation & Maintenance  Manager (O&M Manager),Operations Manager
6997,Deputy CEO,CEO Assistant
6998,Administrative Assistant,Assistant
6999,Logistics/ Driver,Driver
7000,Delphi Software Developer,C/ C++ Developer
7002,Shop Assistant,Brand Manager
7003,Civil Society Specialist,Lawyer
7004,Credit Control Officer,Credit Officer
7005,Secretary,Raw
7007,"Programmer,  Information and Communication Technologies",Systems Administrator
7012,Web Designer,Graphic Designer
7014,Administration Department Manager,Raw
7018,Advertising Manager,Manager
7019,System Administrator/ General Specialist,Software Developer
7020,System Administrator/ Leading Specialist,Raw
7023,"Senior Software Engineer, Layout Processing Department (YA)",Engineer
7024,"Senior Software Engineer/ GUI Architect, User Interface & Flows",Graphic Designer
7025,"Senior QA Engineer, Quality Assurance Department",Software Engineer
7026,Software Project Coordinator,Project Manager/ Assistant
7027,Customer Service Manager,Customs Specialist
7028,PR Assistant,Assistant
7029,Customer Service Center Agent,Customs Specialist
7030,Senior Software Engineer for Content Management Systems,Software Developer
7031,System Administrator,Finance Specialist
7032,Sales & Distribution Manager,Sales Manager
7033,Financial Manager,Manager
7038,Senior Software QA Engineer,Engineer
7039,Lawyer,Lawyer
7040,Assistant,Customs Specialist
7042,Logistics/ Customs Services Agent,Customs Specialist
7043,Financial Controller,Controller
7044,"Manager of Post-harvest, Processing & Marketing Component",Marketing Specialist
7050,Head of Documentary Business & Trade Finance Division,Teller
7051,Cashier,Receptionist
7052,Database Administrator,Finance Specialist
7053,Shop Manager,Brand Manager
7054,Call Center Consultant,Call Center Specialist
7055,Technical Consultant,Raw
7064,Sales Consultant,Raw
7073,Marketing and Supply Specialist,Marketing Specialist
7074,ATM Cashier,Receptionist
7079,Retail Sales Manager,Sales Manager
7086,Corporate Sales Manager,Sales Manager
7087,Head of Branches Development and Control,Controller
7088,Short Term Local Consultant/ Inspection Reform Expert,Raw
7089,Assistant to Accountant/ General Affairs,Accountant
7090,Administrative Assistant/ Interpreter,Translator
7091,Shoe Store Manager,Brand Manager
7094,Product Development  Agent,Marketing Specialist
7095,Call Center Internet Broadband Consultant,Call Center Specialist
7096,Web Designer/ Developer,Raw
7097,Human Resources Director,HR Specialist
7098,Software Developer,Software Developer
7099,Sales Manager,Sales Manager
7100,Cashier,Receptionist
7101,Market Development Representative,Marketing Specialist
7104,Project Manager,Lawyer
7105,Project Linguistic/ Administrative Assistant,Project Manager/ Assistant
7106,Reporting Unit Senior Specialist,Specialist
7109,Transmission IP Network Design Engineer,Software Developer
7111,Chief Financial Officer,Finance Specialist
7112,Technical Manager/ Engineer,Technical Support
7113,Lawyer/ Legal Officer,Lawyer
7114,"Dealer, Financial Department",Director
7115,"Equipment Maintenance Engineer, Cash Operations Department",Credit Officer
7117,Finance Assistant,Finance Specialist
7119,Translator,Finance Specialist
7121,Quality Assurance Engineer,Software Developer
7122,Director of Advertising Agency,Raw
7123,Customs Broker,Customs Specialist
7125,Medical Representative,Medical Representative
7126,Marketing Specialist,Sales Manager
7127,Brand Manager,Brand Manager
7128,Economist,Analyst
7130,Project Manager,Raw
7132,Deputy Director,Director
7134,Core Network Engineer,Network Administrator
7135,Accountant,Accountant
7136,Sales Manager,Sales Manager
7137,Senior Java Developer,Java Developer
7139,Bid Manager,Raw
7140,Accountant/ Cashier,Raw
7141,Mobile Sales Agent,Sales Manager
7145,Carrier Account/ Sales Manager,Sales Manager
7147,"Expert for Programme Monitoring, Legal & Justice Reforms in the",Raw
7150,Product Marketing Manager,Brand Manager
7152,Senior Software Engineer,Engineer
7153,Communication Coordinator,Communication Specialist
7157,Marketing Specialist,Marketing Specialist
7159,IT Specialist for Maintaining of NCVETD Website,Specialist
7160,Web Site Developer,Web Developer/ Designer
7161,Customer Care Specialist,Customs Specialist
7162,Coffee-House Manager,Manager
7163,Administrative Officer,Office Manager
7164,Assistant Category Manager,Raw
7165,Program Assistant / Receptionist,Receptionist
7166,Medical Representative,Medical Representative
7168,National Expert on Rural Energy,Raw
7171,"Planning Officer, Decentralization NO-2",Raw
7173,Sales Manager,Sales Manager
7175,Policy Advisor,Raw
7177,Trade Specialist,Sales Manager
7182,Head of Sales Department,Sales Manager
7183,Import and Logistics Manager,Export/ Import Manager
7184,Business Advisor/ Specialist,Director
7186,Finance Controller,Raw
7187,Administrative Assistant,Assistant
7188,Logistic Specialist,Raw
7190,Program Office Manager,Project Manager/ Assistant
7194,Chief Financial Officer,Raw
7195,Project Coordinator,Project Manager/ Assistant
7196,Lawyer,Lawyer
7197,Project Manager,Project Manager/ Assistant
7200,Customer Service Manager,Customs Specialist
7201,Consultant of Design and Implementation of ID Cards,Raw
7202,Translator/ Interpreter,Translator
7204,Web Programmer,Programmer
7206,"Economist, Economic Research Department",Analyst
7208,Resources Development Manager,Project Manager/ Assistant
7209,Communication/ PR Officer,Raw
7211,Loan Specialist,Loan Specialist
7213,Senior Software Developer,Software Developer
7214,Project Coordinator,Project Manager/ Assistant
7216,Training Manager,Training Specialist
7219,Senior Research and Development Engineer,Software Engineer
